text,favourite_count,retweet_count,created_at
"RT @JohnRHewson: For the record, how many of our political leaders had Pfizer rather than AstraZeneca?",0,890,2021-06-19 11:11:33
People refusing to get the Astrazeneca vaccine bcos they want Pfizer instead have no idea how utterly entitled and privileged they are and if reaaaally frustrates me. I'd happily get the Astrazeneca vaccine right now if i could.,0,0,2021-06-19 11:11:29
"Good grief.

According to #TheirABC, the #DeltaVariant is:

- to blame for the #Sydney cluster
- the biggest global threat to date
- the biggest threat yet to minors

and yet, manageable by either the #AstraZeneca or the #Pfizer vaccine.

@abcnews is nothing more than propaganda.",22,2,2021-06-19 11:11:25
"RT @JohnRHewson: For the record, how many of our political leaders had Pfizer rather than AstraZeneca?",0,890,2021-06-19 11:11:19
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:11:14
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 11:10:32
RT @chelsea_hetho: Compare the pair: Two doses of either AstraZeneca or Pfizer are more than 90% effective against hospitalisation with the…,0,39,2021-06-19 11:10:32
How the Morrison government’s 'appalling' error destroyed the vaccine rollout. Greg Hunt rejected offer of 40 million Pfizer doses in July 2020 to go with AstraZeneca  #auspol  https://t.co/YfVfz5qA5W via @MichaelWestBiz,205,119,2021-06-19 11:09:46
"RT @JohnRHewson: For the record, how many of our political leaders had Pfizer rather than AstraZeneca?",0,890,2021-06-19 11:09:27
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:09:20
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:09:13
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:09:07
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:08:46
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:08:35
RT @chelsea_hetho: Compare the pair: Two doses of either AstraZeneca or Pfizer are more than 90% effective against hospitalisation with the…,0,39,2021-06-19 11:08:25
"From the UK Yellow Card scheme. AstraZeneca - adverse reports 200860, deaths 885. Pfizer - adverse reports 70950, deaths 421. https://t.co/XB1wANTDjk",0,0,2021-06-19 11:08:05
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:08:00
"RT @Askgerbil: @M_McCormackMP Another topic for you to address on @sunriseon7:
Did you get the AstraZeneca vaccine, or did you delay so you…",0,2,2021-06-19 11:07:36
RT @lutoncouncil: Latest @PHE_uk  #COVID19 #vaccine effectiveness data show #Pfizer &amp; #AstraZeneca are 33% effective against the B.1.617.2…,0,1,2021-06-19 11:07:28
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 11:07:21
RT @MarcTennant: If it werent that hundreds died as a result of the Feds failures on this it would be a smile.  There is NO smile here - th…,0,150,2021-06-19 11:07:08
"@M_McCormackMP Another topic for you to address on @sunriseon7:
Did you get the AstraZeneca vaccine, or did you delay so you can get the safer Pfizer vaccine? 
(Inside knowledge always helps.) 
RT @SusanSmithAus https://t.co/WTl09EiIfv ATAGI ""although ...deaths ...may be lower than forecast..""",0,2,2021-06-19 11:06:57
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:06:50
"RT @DOHgovph: ALL COVID-19 VACCINES WITH EMERGENCY USE AUTHORIZATION PREVENT HOSPITALIZATION AND DEATH!

COVID-19 vaccines with Philippine…",0,20,2021-06-19 11:06:37
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:06:08
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:06:06
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:06:02
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:05:31
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:05:31
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:05:29
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:05:27
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:04:43
"RT @jburnmurdoch: Here’s the key table from @PHE_uk new report on vaccine efficacy against hospitalisation with Delta variant:

After 1 dos…",0,2166,2021-06-19 11:04:16
"RT @JohnRHewson: For the record, how many of our political leaders had Pfizer rather than AstraZeneca?",0,890,2021-06-19 11:04:08
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:04:01
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:03:55
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 11:03:55
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:03:52
"RT @DOHgovph: WANT TO GET ADDED PROTECTION FROM SEVERE COVID-19 AND DEATH?

Vaccines with FDA Emergency Use Authorization can do that!

Pro…",0,192,2021-06-19 11:03:28
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:03:23
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:03:19
"@hansbadvi Overseas Pakistanis are doing best in thier capacity but Govt of Pakistan is doing nothing regarding, at least 100k overseas Pakistanis are in Pakistan because of covid. 
1st : vaccinate them with pfizer or astrazeneca on priority bases.
2. talk to KSA on flight ban issue.",0,0,2021-06-19 11:03:06
"WORLD: 760,000 South Koreans to receive Pfizer &amp; AstraZeneca jab mix due to supply delays

https://t.co/Ul9BvWYLc4",0,1,2021-06-19 11:03:00
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:02:36
"RT @Wim04789402: Pfizer jab deadlier than AstraZeneca across Europe – leaked study
28-05-2021

U iets over gehoord?
https://t.co/SHX1ciODV2…",0,173,2021-06-19 11:02:29
RT @chelsea_hetho: Compare the pair: Two doses of either AstraZeneca or Pfizer are more than 90% effective against hospitalisation with the…,0,39,2021-06-19 11:02:28
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:02:04
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:01:56
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:01:55
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:01:47
"RT @CraigKellyMP: What an incompetent clown show 🤡🤡🤡

More than 800,000 thousands have been injected with a novel experimental genetic agen…",0,297,2021-06-19 11:01:23
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 11:00:40
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 11:00:39
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:00:37
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 11:00:35
"RT @JohnRHewson: For the record, how many of our political leaders had Pfizer rather than AstraZeneca?",0,890,2021-06-19 11:00:35
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 11:00:28
"RT @MFTnhs: ‼️ Head to our #COVID19Vaccine walk in clinic at Manchester Royal Infirmary until 4PM TODAY‼️

1st dose Pfizer &amp; AstraZeneca va…",0,8,2021-06-19 11:00:14
@Thenationth Too bad the Chinese Vaccines are not effective against the now dominant Covid Delta variant. Hopefully Thailand can pivot to acquire the Pfizer and Moderna vaccines as well as manufacturer it’s own AstraZeneca vaccine,0,0,2021-06-19 11:00:12
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:59:40
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:59:21
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:59:19
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:59:07
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:59:02
"RT @MFTnhs: Want to get vaccinated this weekend or know someone who does? 💉👍

ℹ️ Head to the @MFT_MRI walk-in today or tomorrow 9am-4pm. Ov…",0,28,2021-06-19 10:58:43
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:58:40
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:58:29
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:58:23
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:57:44
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:57:06
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:57:02
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:56:58
RT @chelsea_hetho: Compare the pair: Two doses of either AstraZeneca or Pfizer are more than 90% effective against hospitalisation with the…,0,39,2021-06-19 10:56:53
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:56:45
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:56:44
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:56:35
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:56:26
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:56:23
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:56:23
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:55:48
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:55:46
"RT @MFTnhs: ‼️ Head to our #COVID19Vaccine walk in clinic at Manchester Royal Infirmary until 4PM TODAY‼️

1st dose Pfizer &amp; AstraZeneca va…",0,8,2021-06-19 10:55:38
RT @chelsea_hetho: Compare the pair: Two doses of either AstraZeneca or Pfizer are more than 90% effective against hospitalisation with the…,0,39,2021-06-19 10:55:29
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:54:40
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:54:35
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:54:32
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:54:27
RT @GrannyVal4: @Brenh50852946 @GregHuntMP @ScottMorrisonMP Obviously some of us are going to have to die from AstraZeneca it may have happ…,0,3,2021-06-19 10:54:26
"RT @JohnRHewson: For the record, how many of our political leaders had Pfizer rather than AstraZeneca?",0,890,2021-06-19 10:54:25
"RT @Immortalzen: herd immunity is""a simple mathematical equation"" if Australia was only using the AstraZeneca drug at 62% efficacy &amp; If you…",0,2,2021-06-19 10:54:09
RT @nazimsat: Most probably Biden will send Pfizer and Moderna vaccine to Maldives. So what about those who had only one dose of AstraZenec…,0,9,2021-06-19 10:53:35
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:53:10
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:53:01
"RT @MFTnhs: ‼️ Head to our #COVID19Vaccine walk in clinic at Manchester Royal Infirmary until 4PM TODAY‼️

1st dose Pfizer &amp; AstraZeneca va…",0,8,2021-06-19 10:52:58
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:52:58
"RT @JohnRHewson: For the record, how many of our political leaders had Pfizer rather than AstraZeneca?",0,890,2021-06-19 10:52:40
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:52:39
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:52:32
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:52:18
"‼️ Head to our #COVID19Vaccine walk in clinic at Manchester Royal Infirmary until 4PM TODAY‼️

1st dose Pfizer &amp; AstraZeneca vaccines are available for eligible Manchester residents over 18.

🏥 Outpatients Department, 60-62 Nelson Street, Manchester, M13 9WP

Please share! 💉",7,8,2021-06-19 10:51:47
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:51:28
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:51:23
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:50:45
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:50:40
RT @chelsea_hetho: Compare the pair: Two doses of either AstraZeneca or Pfizer are more than 90% effective against hospitalisation with the…,0,39,2021-06-19 10:50:22
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:49:27
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:49:14
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:49:00
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:48:57
"The vaccination centre on Brows Lane, Formby will be doing another walk-in tkSaturday 19th June for 1st Pfizer jabs (over 18s only) and 2nd AstraZeneca jabs. From 7.30 am till 2pm.",0,0,2021-06-19 10:48:20
"RT @MFTnhs: Want to get vaccinated this weekend or know someone who does? 💉👍

ℹ️ Head to the @MFT_MRI walk-in today or tomorrow 9am-4pm. Ov…",0,28,2021-06-19 10:48:07
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:47:58
RT @MarcTennant: If it werent that hundreds died as a result of the Feds failures on this it would be a smile.  There is NO smile here - th…,0,150,2021-06-19 10:47:54
"@JustinTrudeau Had 1st dose of Pfizer in May-2 in Sask and after that as my mom passed away, I had to go to India before my 2nd dose. In India, I'm planning on putting Astrazeneca. Is it safe to have astrazeneca as 2nd dose with Pfizer as 1st. If so, what is the recommended gap?",0,0,2021-06-19 10:47:50
"RT @NHSTayside: Drop-in vax clinics are running across Tayside until Sunday - opening times extended in Angus.

Pfizer clinics: 30-39 year…",0,17,2021-06-19 10:47:43
"@CanadianPM Had 1st dose of Pfizer in May-2 in Sask and after that as my mom passed away, I had to go to India before my 2nd dose. In India, I'm planning on putting Astrazeneca. Is it safe to have astrazeneca as 2nd dose with Pfizer as 1st. If so, what is the recommended gap?",0,0,2021-06-19 10:47:29
"RT @Joker_WestAus: @GregHuntMP If your government is serious about addressing vaccinations in communities throughout the Nation, then a goo…",0,8,2021-06-19 10:47:28
"@CPHO_Canada Had 1st dose of Pfizer in May-2 in Sask and after that as my mom passed away, I had to go to India before my 2nd dose. In India, I'm planning on putting Astrazeneca. Is it safe to have astrazeneca as 2nd dose with Pfizer as 1st. If so, what is the recommended gap?",0,0,2021-06-19 10:47:06
"RT @Joker_WestAus: @GregHuntMP If your government is serious about addressing vaccinations in communities throughout the Nation, then a goo…",0,8,2021-06-19 10:47:05
"RT @JohnRHewson: For the record, how many of our political leaders had Pfizer rather than AstraZeneca?",0,890,2021-06-19 10:46:57
Brits in 30s more at risk from Covid than rare AstraZeneca vaccine blood clots data shows am  📊 #deltavariant #bloodclots https://t.co/RqnEOlkn1A,1,0,2021-06-19 10:46:54
"RT @NHSTayside: Drop-in vax clinics are running across Tayside until Sunday - opening times extended in Angus.

Pfizer clinics: 30-39 year…",0,17,2021-06-19 10:46:53
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:46:41
"RT @MSMWatchdog2013: COVID-19: Second dose of AstraZeneca vaccine no longer recommended in Canada

Pfizer or Moderna now considered a bette…",0,21,2021-06-19 10:46:36
"RT @Joker_WestAus: @GregHuntMP If your government is serious about addressing vaccinations in communities throughout the Nation, then a goo…",0,8,2021-06-19 10:46:21
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:46:17
"@SaskHealth Had 1st dose of Pfizer in May-2 in Sask and after that as my mom passed away, I had to go to India before my 2nd dose. In India, I'm planning on putting Astrazeneca. Is it safe to have astrazeneca as 2nd dose with Pfizer as 1st. If so, what is the recommended gap?",0,0,2021-06-19 10:46:03
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:46:01
"@GovCanHealth Had 1st dose of Pfizer in May-2 in Sask and after that as my mom passed away, I had to go to India before my 2nd dose. In India, I'm planning on putting Astrazeneca. Is it safe to have astrazeneca as 2nd dose with Pfizer as 1st. If so, what is the recommended gap?",0,0,2021-06-19 10:45:31
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:45:14
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:44:55
"Finally got a Message that I can get an appointment for Vaccine. Since Pfizer and Moderna is out of stocks, AstraZeneca is the only option left",0,0,2021-06-19 10:44:36
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:44:01
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:43:40
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:43:11
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:43:03
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:42:59
RT @GrannyVal4: @Brenh50852946 @GregHuntMP @ScottMorrisonMP Obviously some of us are going to have to die from AstraZeneca it may have happ…,0,3,2021-06-19 10:42:15
"RT @DOHgovph: WANT TO GET ADDED PROTECTION FROM SEVERE COVID-19 AND DEATH?

Vaccines with FDA Emergency Use Authorization can do that!

Pro…",0,192,2021-06-19 10:42:08
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:42:00
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:41:59
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:41:38
RT @peterblues11: @GregHuntMP I’m writing this to let u know I’m a 65 year old who is scared. I’m scared of AstraZeneca and I’m scared of C…,0,3,2021-06-19 10:41:36
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:41:25
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:41:11
RT @GrannyVal4: @Brenh50852946 @GregHuntMP @ScottMorrisonMP Obviously some of us are going to have to die from AstraZeneca it may have happ…,0,3,2021-06-19 10:41:11
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:40:49
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:40:41
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:40:26
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:40:12
"RT @JohnRHewson: For the record, how many of our political leaders had Pfizer rather than AstraZeneca?",0,890,2021-06-19 10:40:08
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:39:49
"RT @_marching_Ents_: @GregHuntMP Ha!
Greg Hunt is in damage control.
Actually, around the country, there have been MASS CANCELLATIONS of As…",0,7,2021-06-19 10:39:42
"@GregHuntMP Ha!
Greg Hunt is in damage control.
Actually, around the country, there have been MASS CANCELLATIONS of AstraZeneca shots - more cancelled than booked.
The trust is GONE.

Suck it up and divert Pfizer supplies to the Over60s and Over50s.

#PfizerForAll
#AstraZenecaRoyalCommision",32,7,2021-06-19 10:39:17
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:39:12
"#cdnpoli As England enters third wave because of Delta VOC, Public Health England is imploring citizens to get their second jab. 
PHE says: Pfizer vaccine is 96% effective against hospitalisation after 2 doses
AstraZeneca vaccine is 92% effective against hospitalisation after 2nd",62,10,2021-06-19 10:39:04
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:38:34
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:37:05
RT @NewsBFM: One Pfizer or AstraZeneca Covid-19 vaccine dose reduces the chances of catching the virus and then needing to go to hospital b…,0,451,2021-06-19 10:36:48
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:36:19
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:36:10
RT @chelsea_hetho: Compare the pair: Two doses of either AstraZeneca or Pfizer are more than 90% effective against hospitalisation with the…,0,39,2021-06-19 10:35:55
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:35:53
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:34:59
"RT @CraigKellyMP: What an incompetent clown show 🤡🤡🤡

More than 800,000 thousands have been injected with a novel experimental genetic agen…",0,297,2021-06-19 10:34:34
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:34:27
"RT @xolaniboy: #UK &amp; #PHE latest Real world data dump wrt #vaccine #efficacy in the face of #Delta (B1617.2)

#Hospitalizations:
After 1 do…",0,6,2021-06-19 10:34:26
"RT @10NewsFirstMelb: Weimar: ""People who had a confirmed appointments for #AstraZeneca, that will now be a #Pfizer appointment and we have…",0,3,2021-06-19 10:34:03
"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2695,2021-06-19 10:33:24
